       65536
   7.62939365E-08   1.00000238       1.00000000    
   7.62947043E-03  0.995807707      0.999566019    
   1.52588645E-02  0.983294368      0.993167698    
   2.28882581E-02  0.962673724      0.967614472    
   3.05176526E-02  0.934292793      0.912105381    
   3.81470472E-02  0.898626864      0.832088649    
   4.57764417E-02  0.856268525      0.744667292    
   5.34058362E-02  0.807917118      0.663105607    
   6.10352270E-02  0.754361093      0.592440128    
   6.86646178E-02  0.696463466      0.532888532    
   7.62940124E-02  0.635143697      0.482982308    
   8.39234069E-02  0.571358740      0.440987229    
   9.15528014E-02  0.506085753      0.405367583    
   9.91821960E-02  0.440303713      0.374878287    
  0.106811590      0.374978662      0.348540694    
  0.114440985      0.311053127      0.325591415    
  0.122070380      0.249445364      0.305433601    
  0.129699767      0.191075861      0.287597448    
  0.137329161      0.136974484      0.271709889    
  0.144958556       8.87221023E-02  0.257472128    
  0.152587950       5.07438630E-02  0.244642302    
  0.160217345       3.93471308E-02  0.233022913    
  0.167846739       5.91253899E-02  0.222451329    
  0.175476134       8.50010812E-02  0.212792560    
  0.183105528      0.108186305      0.203933641    
  0.190734923      0.126886204      0.195779324    
  0.198364317      0.140704513      0.188248828    
  0.205993712      0.149670139      0.181273237    
  0.213623106      0.154006615      0.174793303    
  0.221252501      0.154054090      0.168757901    
  0.228881896      0.150232539      0.163122654    
  0.236511290      0.143019363      0.157848984    
  0.244140700      0.132933185      0.152902871    
  0.251770079      0.120521739      0.148254648    
  0.259399474      0.106354676      0.143877909    
  0.267028868       9.10246596E-02  0.139749423    
  0.274658263       7.51661733E-02  0.135848388    
  0.282287657       5.95181435E-02  0.132156327    
  0.289917052       4.51035090E-02  0.128656700    
  0.297546446       3.36955264E-02  0.125334591    
  0.305175841       2.83319838E-02  0.122176655    
  0.312805235       3.08732819E-02  0.119170777    
  0.320434630       3.84353064E-02  0.116306029    
  0.328064024       4.74652499E-02  0.113572501    
  0.335693419       5.61961718E-02  0.110961124    
  0.343322814       6.38789088E-02  0.108463712    
  0.350952208       7.01882988E-02  0.106072746    
  0.358581603       7.49946833E-02  0.103781343    
  0.366210997       7.82753453E-02  0.101583190    
  0.373840392       8.00752863E-02   9.94725302E-02
  0.381469786       8.04865211E-02   9.74440202E-02
  0.389099181       7.96353519E-02   9.54927430E-02
  0.396728575       7.76734799E-02   9.36141685E-02
  0.404357970       7.47713596E-02   9.18040872E-02
  0.411987364       7.11131543E-02   9.00586545E-02
  0.419616759       6.68932125E-02   8.83742571E-02
  0.427246153       6.23136871E-02   8.67475346E-02
  0.434875548       5.75834662E-02   8.51754099E-02
  0.442504942       5.29173873E-02   8.36549625E-02
  0.450134337       4.85345162E-02   8.21835175E-02
  0.457763731       4.46524248E-02   8.07585418E-02
  0.465393126       4.14729007E-02   7.93776885E-02
  0.473022521       3.91555913E-02   7.80387744E-02
  0.480651915       3.77835371E-02   7.67397285E-02
  0.488281280       3.73367295E-02   7.54786283E-02
  0.495910674       3.76942232E-02   7.42536634E-02
  0.503540039       3.86681184E-02   7.30631277E-02
  0.511169434       4.00503650E-02   7.19054416E-02
  0.518798828       4.16495278E-02   7.07790926E-02
  0.526428223       4.33091372E-02   6.96826875E-02
  0.534057617       4.49112318E-02   6.86148703E-02
  0.541687012       4.63725403E-02   6.75744265E-02
  0.549316406       4.76379134E-02   6.65601417E-02
  0.556945801       4.86738570E-02   6.55709133E-02
  0.564575195       4.94627543E-02   6.46056905E-02
  0.572204590       4.99983318E-02   6.36634827E-02
  0.579833984       5.02818301E-02   6.27433509E-02
  0.587463379       5.03190197E-02   6.18443973E-02
  0.595092773       5.01178317E-02   6.09657913E-02
  0.602722168       4.96865921E-02   6.01067431E-02
  0.610351562       4.90327738E-02   5.92664778E-02
  0.617980957       4.81623523E-02   5.84443025E-02
  0.625610352       4.70795184E-02   5.76395318E-02
  0.633239746       4.57870178E-02   5.68515211E-02
